"Please correct the column format and try again.","Si prega di correggere il formato della colonna e riprovare.",module,Magento_Backend
"Please select items.","Seleziona elementi.",module,Magento_Backend
Submit,Invia,module,Magento_Backend
"Unknown block type","Tipo di blocco sconosciuto",module,Magento_Backend
"Please correct the tab configuration and try again. Tab Id should be not empty","Si prega di correggere la configurazione della scheda e riprovare. Il campo Id della scheda non dovrebbe essere vuoto",module,Magento_Backend
"Please correct the tab configuration and try again.","Si prega di correggere la configurazione della scheda e riprovare.",module,Magento_Backend
"You have logged out.","Sei disconnesso.",module,Magento_Backend
"Specified cache type(s) don't exist: %1","I tipi di cache specificati non esistono: %1",module,Magento_Backend
"The image cache was cleaned.","Cache delle immagini svuotata.",module,Magento_Backend
"An error occurred while clearing the image cache.","Errore durante la cancellazione della cache immagini.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","La cache di JavaScript/CSS è stata svuotata.",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","Errore durante la cancellazione della cache di JavaScript/CSS.",module,Magento_Backend
"The static files cache has been cleaned.","La cache dei file statici è stata svuotata.",module,Magento_Backend
"You flushed the cache storage.","Hai svuotato la cache storage.",module,Magento_Backend
"The Magento cache storage has been flushed.","La cache storage di Magento è stata svuotata.",module,Magento_Backend
"Cache Management","Gestione Cache",module,Magento_Backend
"%1 cache type(s) disabled.","%1 tipi di cache disattivati.",module,Magento_Backend
"An error occurred while disabling cache.","Si è verificato un errore durante la disattivazione della cache.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 tipi di cache abilitati.",module,Magento_Backend
"An error occurred while enabling cache.","Errore durante l'abilitazione della cache.",module,Magento_Backend
"%1 cache type(s) refreshed.","%1 tipi di cache aggiornati.",module,Magento_Backend
"An error occurred while refreshing cache.","Si è verificato un errore durante l'aggiornamento della cache.",module,Magento_Backend
"We updated lifetime statistic.","Abbiamo aggiornato le statistiche.",module,Magento_Backend
"We can't refresh lifetime statistics.","Non è possibile aggiornare le statistiche.",module,Magento_Backend
"invalid request","richiesta non valida",module,Magento_Backend
"see error log for details","vedere i log degli errori per i dettagli",module,Magento_Backend
"Service unavailable: %1","Servizio non disponibile: %1",module,Magento_Backend
Error,Errore,module,Magento_Backend
"Access Denied.","Accesso Negato.",module,Magento_Backend
"You need more permissions to do this.","Hai bisogno di maggiori permessi per questo.",module,Magento_Backend
"No search modules were registered","Nessun modulo di ricerca è stato registrato",module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.","Assicurati che tutti i moduli di ricerca globali siano installati e attivi.",module,Magento_Backend
"You saved the account.","Hai salvato l'account.",module,Magento_Backend
"An error occurred while saving account.","Errore durante il salvataggio dell'account.",module,Magento_Backend
"You deleted the design change.","Hai eliminato il cambio del design.",module,Magento_Backend
"You can't delete the design change.","Non puoi eliminare il cambio del design.",module,Magento_Backend
"Store Design","Design Negozio",module,Magento_Backend
"Edit Store Design Change","Modifica Cambio design dello store",module,Magento_Backend
"You saved the design change.","Hai salvato il cambio del design.",module,Magento_Backend
System,Sistema,module,Magento_Backend
"Manage Stores","Gestisci Negozi",module,Magento_Backend
"The database was backed up.","Il database è stato salvato.",module,Magento_Backend
"We can't create a backup right now. Please try again later.","Non è possibile creare una copia di backup in questo momento. Riprova più tardi.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","L'eliminazione di un %1 non eliminerà le informazioni associate con il %1 (ad es., categorie, prodotti, ecc.), ma %1 non potrà essere ripristinato. È suggerito creare un backup del database prima di eliminare %1.",module,Magento_Backend
"Something went wrong. Please try again.","Qualcosa è andato storto. Riprova di nuovo.",module,Magento_Backend
"This store cannot be deleted.","Questo negozio non può essere eliminato.",module,Magento_Backend
"You deleted the store.","Hai eliminato il negozio.",module,Magento_Backend
"Unable to delete the store. Please try again later.","Impossibile eliminare il negozio. Riprova più tardi.",module,Magento_Backend
"This store view cannot be deleted.","Questa vista negozio non può essere eliminata.",module,Magento_Backend
"Store View","Vista Negozio",module,Magento_Backend
"You deleted the store view.","Hai eliminato la vista del negozio.",module,Magento_Backend
"Unable to delete the store view. Please try again later.","Impossibile eliminare la vista del negozio (store view). Riprova più tardi.",module,Magento_Backend
"This website cannot be deleted.","Questo website non può essere eliminato.",module,Magento_Backend
"You deleted the website.","Hai eliminato il website.",module,Magento_Backend
"Unable to delete the website. Please try again later.","Impossibile eliminare il sito web. Riprova più tardi.",module,Magento_Backend
"The website does not exist.","Il website non esiste.",module,Magento_Backend
"Before modifying the website code please make sure it is not used in index.php.","Prima di modificare il codice del website, assicurati che non sia usato in index.php.",module,Magento_Backend
"The store does not exist","Il negozio non esiste",module,Magento_Backend
"Store view doesn't exist","La vista negozio non esiste",module,Magento_Backend
"Before modifying the store view code please make sure it is not used in index.php.","Prima di modificare il codice della vista negozio, assicurati che non sia usato in index.php.",module,Magento_Backend
"You saved the website.","Hai salvato il website.",module,Magento_Backend
"An inactive store view cannot be saved as default store view","Una vista inattiva di negozio non può essere salvata come vista predefinita",module,Magento_Backend
"You saved the store.","Hai salvato il negozio.",module,Magento_Backend
"The default store cannot be disabled","Il negozio predefinito non può essere disabilitato",module,Magento_Backend
"You saved the store view.","Hai salvato la vista negozio.",module,Magento_Backend
"Something went wrong while saving. Please review the error log.","Qualcosa è andato storto durante il salvataggio. Consulta il log degli errori.",module,Magento_Backend
"Last 24 Hours","Ultime 24 ore",module,Magento_Backend
"Last 7 Days","Ultimi 7 giorni",module,Magento_Backend
"Current Month","Mese corrente",module,Magento_Backend
YTD,"Da inizio anno",module,Magento_Backend
2YTD,"Dall'anno precedente",module,Magento_Backend
"Authentication storage is incorrect.","Autenticazione storage non corretta.",module,Magento_Backend
"You did not sign in correctly or your account is temporarily disabled.","Non hai eseguito l'accesso correttamente o il tuo account è temporaneamente disattivato.",module,Magento_Backend
"Authentication error occurred.","Errore di autenticazione.",module,Magento_Backend
"Admin session lifetime must be less than or equal to 31536000 seconds (one year)","La durata totale della sessione dell'amministratore deve essere minore o uguale a 31536000 secondi (in un anno)",module,Magento_Backend
"Admin session lifetime must be greater than or equal to 60 seconds","La durata della sessione dell'amministratore deve essere maggiore o uguale a 60 secondi",module,Magento_Backend
Order,Ordine,module,Magento_Backend
"Order #%1","Ordine #%1",module,Magento_Backend
"Access denied","Accesso negato",module,Magento_Backend
"Please try to sign out and sign in again.","Prova a disconnetterti ed accedere nuovamente.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Se continui a ricevere questo messaggio, contatta il proprietario del negozio.",module,Magento_Backend
"You need more permissions to access this.","Hai bisogno di maggiori permessi per accedere a questo.",module,Magento_Backend
"Welcome, please sign in","Benvenuto, effettua l'accesso",module,Magento_Backend
Username,"Nome Utente",module,Magento_Backend
"user name","nome utente",module,Magento_Backend
"Sign in",Accedi,module,Magento_Backend
"Select Range:","Seleziona intervallo:",module,Magento_Backend
"No Data Found","Nessun dato trovato",module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Grafico disattivato. Per attivare il grafico, clicca <a href=""%1""> qui</a>.",module,Magento_Backend
"Last Orders","Ultimi ordini",module,Magento_Backend
"Last Search Terms","Ultimi termini di ricerca",module,Magento_Backend
"Top Search Terms","Termini più ricercati",module,Magento_Backend
"There are no search keywords.","Non ci sono parole chiave di ricerca.",module,Magento_Backend
"View Statistics For:","Visualizzazione delle statistiche per:",module,Magento_Backend
"All Websites","Tutti i Website",module,Magento_Backend
"Reload Data","Ricarica i dati",module,Magento_Backend
"Browse Files...","Sfoglia i file...",module,Magento_Backend
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 Magento Commerce Inc. Tutti i diritti riservati.",module,Magento_Backend
"ver. %1","versione %1",module,Magento_Backend
"Magento Admin Panel","Pannello di amministrazione di Magento",module,Magento_Backend
"Account Setting","Impostazioni Account",module,Magento_Backend
"Customer View","Vista Cliente",module,Magento_Backend
"Sign Out",Esci,module,Magento_Backend
"About the calendar","Informazioni sul calendario",module,Magento_Backend
Close,Chiudi,module,Magento_Backend
"Go Today","Vai ad oggi",module,Magento_Backend
Previous,Precedente,module,Magento_Backend
Next,Successivo,module,Magento_Backend
Time,Orario,module,Magento_Backend
Hour,Ora,module,Magento_Backend
Minute,Minuto,module,Magento_Backend
"JavaScript may be disabled in your browser.","JavaScript potrebbe essere disabilitato nel tuo browser.",module,Magento_Backend
"To use this website you must first enable JavaScript in your browser.","Per utilizzare questo sito Web devi prima abilitare JavaScript nel tuo browser.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Questo è solo un negozio demo. È possibile navigare ed effettuare ordini, ma nessun ordine verrà processato.",module,Magento_Backend
"Stores Configuration","Configurazione Negozi",module,Magento_Backend
"Please confirm scope switching. All data that hasn't been saved will be lost.","Si prega di confermare il cambio ambito di applicazione. Tutti i dati non salvati andranno persi.",module,Magento_Backend
"Additional Cache Management","Gestione Cache aggiuntiva",module,Magento_Backend
"Flush Catalog Images Cache","Svuota Cache Immagini catalogo",module,Magento_Backend
"Pregenerated product images files","Files pregenerati immagini prodotto",module,Magento_Backend
"Flush JavaScript/CSS Cache","Svuota Cache JavaScript/CSS",module,Magento_Backend
"Themes JavaScript and CSS files combined to one file","Temi JavaScript e CSS file uniti in un unico file",module,Magento_Backend
"Flush Static Files Cache","Svuota Cache File Statici",module,Magento_Backend
"Preprocessed view files and static files","File statici e file vista preprocessati",module,Magento_Backend
Catalog,Catalogo,module,Magento_Backend
"JavaScript/CSS Cache","Cache JavaScript/CSS",module,Magento_Backend
"No records found.","Nessun record trovato.",module,Magento_Backend
Images,Immagini,module,Magento_Backend
"Big Image","Immagine grande",module,Magento_Backend
Thumbnail,Miniatura,module,Magento_Backend
"Additional Settings","Impostazioni aggiuntive",module,Magento_Backend
"records found","record trovati",module,Magento_Backend
selected,selezionato,module,Magento_Backend
"per page","per pagina",module,Magento_Backend
"Previous page","Pagina precedente",module,Magento_Backend
"of %1","di %1",module,Magento_Backend
"Next page","Pagina successiva",module,Magento_Backend
"Export to:","Esporta in:",module,Magento_Backend
Actions,Azioni,module,Magento_Backend
"Mass Actions","Azioni massive",module,Magento_Backend
"Unselect All","Deseleziona tutto",module,Magento_Backend
"Select Visible","Seleziona visibili",module,Magento_Backend
"Unselect Visible","Deseleziona visibili",module,Magento_Backend
"Changes have been made to this section that have not been saved.","Sono state apportate modifiche a questa sezione che non sono state salvate.",module,Magento_Backend
"This tab contains invalid data. Please resolve this before saving.","Questa scheda contiene dati non validi. Risolvi il problema prima di salvare.",module,Magento_Backend
"The information in this tab has been changed.","Le informazioni contenute in questa scheda sono state modificate.",module,Magento_Backend
Loading...,Caricamento...,module,Magento_Backend
"System Backup","Backup di sistema",module,Magento_Backup
"Database and Media Backup","Backup Database e Media",module,Magento_Backup
"Database Backup","Backup del database",module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","L'archivio può essere decompresso con <a href=""%1"">%2</a> su sistemi Windows.",module,Magento_Backup
"You need more permissions to activate maintenance mode right now.","In questo momento hai bisogno di maggiori permessi per attivare la modalità manutenzione.",module,Magento_Backup
"To create the backup, please deselect ""Put store into maintenance mode"" or update your permissions.","Per creare il backup, deseleziona ""Imposta il negozio in modalità di manutenzione"" o aggiorna i tuoi permessi.",module,Magento_Backup
"Something went wrong while putting your store into maintenance mode.","Qualcosa è andato storto nel mettere il tuo negozio in modalità manutenzione.",module,Magento_Backup
"You need more free space to create a backup.","Hai bisogno di più spazio libero per creare un backup.",module,Magento_Backup
"You need more permissions to create a backup.","Hai bisogno di maggiori permessi per creare un backup.",module,Magento_Backup
"We can't create the backup right now.","Non è possibile creare il backup in questo momento.",module,Magento_Backup
System,Sistema,module,Magento_Backup
Tools,Strumenti,module,Magento_Backup
"We can't delete one or more backups.","Non è possibile eliminare uno o più backup.",module,Magento_Backup
failed,"non riuscito",module,Magento_Backup
successful,"con successo",module,Magento_Backup
"You deleted the selected backup(s).","Hai eliminato i backup selezionati.",module,Magento_Backup
"Can't load snapshot archive","Impossibile caricare l'archivio snapshot",module,Magento_Backup
"Please correct the password.","Correggi la password.",module,Magento_Backup
"To complete the rollback, please deselect ""Put store into maintenance mode"" or update your permissions.","Per completare il rollback, deseleziona ""Imposta il negozio in modalità manutenzione"" o aggiorna i tuoi permessi.",module,Magento_Backup
"We can't find the backup file.","Impossibile trovare il file di backup.",module,Magento_Backup
"We can't connect to the FTP right now.","Impossibile connettersi via FTP in questo momento.",module,Magento_Backup
"Failed to validate FTP.","Impossibile convalidare FTP.",module,Magento_Backup
"You need more permissions to perform a rollback.","Hai bisognodi maggiori permessi per eseguire un rollback.",module,Magento_Backup
"Failed to rollback.","Impossibile eseguire il rollback.",module,Magento_Backup
"Database and Media","Database e Media",module,Magento_Backup
"System (excluding Media)","Sistema (escluso Media)",module,Magento_Backup
"You created the system backup.","È stato creato il backup del sistema.",module,Magento_Backup
"You created the system backup (excluding media).","È stato creato il backup del sistema (escluso media).",module,Magento_Backup
"You created the database and media backup.","Hai creato un backup database e media.",module,Magento_Backup
"You created the database backup.","Hai creato il backup del database.",module,Magento_Backup
"Please correct the order of creation for a new backup.","Si prega di correggere l'ordine di creazione per un nuovo backup.",module,Magento_Backup
"The backup file does not exist.","Il file di backup non esiste.",module,Magento_Backup
"The backup file path was not specified.","Il percorso del file di backup non è stato specificato.",module,Magento_Backup
"The backup file ""%1"" does not exist.","Il file di backup ""%1"" non esiste.",module,Magento_Backup
"Sorry, but we cannot read from or write to backup file ""%1"".","Ci dispiace, ma non possiamo leggere o scrivere nel file di backup ""%1"".",module,Magento_Backup
